e,conjunção,i
ex-ad·vo·ga·do,"nome masculino",i.za.də.vo.gˈa.dʊ
ex-a·lu·na,"nome feminino",i.za.lˈu.nə
ex-a·lu·no,"nome masculino",i.za.lˈu.nʊ
ex-de·pu·ta·da,"nome feminino",iz.de.pu.tˈa.də
ex-de·pu·ta·do,"nome masculino",iz.de.pu.tˈa.dʊ
ex-di·re·tor,"nome masculino",iz.dʒi.ɾe.tˈoɾ
ex-di·re·to·ra,"nome feminino",iz.dʒi.ɾe.tˈo.ɾə
ex-go·ver·na·dor,"nome masculino",iz.go.ver.na.dˈoɾ
ex-lí·bris,"nome masculino",ɛks.lˈi.bɾis
ex-ma·ri·do,"nome masculino",iz.ma.ɾˈi.dʊ
ex-mi·nis·tra,"nome feminino",iz.mi.nˈis.tɾə
ex-mi·nis·tro,"nome masculino",iz.mi.nˈis.tɾʊ
ex-mu·lher,"nome feminino",iz.mu.ʎˈɛɾ
ex-pre·si·den·te,"nome masculino",es.pɾe.zi.dˈẽj.tʃi
ex-pro·fes·sor,"nome masculino",es.pɾo.fe.sˈoɾ
ex-pro·fes·so·ra,"nome feminino",es.pɾo.fe.sˈo.ɾə
"ex-se·cre·tá·ri· a","nome feminino",e.se.kɾe.tˈa.ɾjə
"ex-se·cre·tá·ri· o","nome masculino",e.se.kɾe.tˈa.ɾjʊ
ex-vo·to,"nome masculino",iz.vˈɔ.tʊ
e·xa·ção,"nome feminino",i.za.sˈə̃w
e·xa·cer·ba·ção,"nome feminino",i.za.seɾ.ba.sˈə̃w
e·xa·cer·ba·da·men·te,advérbio,i.za.seɾ.ba.da.mˈẽj.tʃi
e·xa·cer·ba·do,adjetivo,i.za.seɾ.bˈa.dʊ
e·xa·cer·bar,verbo,i.za.seɾ.bˈa
e·xa·ge·ra·da·men·te,advérbio,i.za.ʒe.ɾa.da.mˈẽj.tʃi
e·xa·ge·ra·do,adjetivo,i.za.ʒe.ɾˈa.dʊ
e·xa·ge·rar,verbo,i.za.ʒe.ɾˈa
e·xa·ge·ro,"nome masculino",i.za.ʒˈe.ɾʊ
e·xa·la·ção,"nome feminino",i.za.la.sˈə̃w
e·xa·lar,verbo,i.za.lˈa
e·xal·ta·ção,"nome feminino",i.zaw.ta.sˈə̃w
e·xal·ta·da,"nome feminino",i.zaw.tˈa.də
e·xal·ta·da·men·te,advérbio,i.zaw.ta.da.mˈẽj.tʃi
e·xal·ta·do,adjetivo,i.zaw.tˈa.dʊ
e·xal·ta·do,"nome masculino",i.zaw.tˈa.dʊ
e·xal·tan·te,adjetivo,i.zaw.tˈə̃.tʃi
e·xal·tar,verbo,i.zaw.tˈa
e·xa·me,"nome masculino",i.zˈə.mi
e·xa·mi·na,"nome feminino",i.za.mˈi.nə
e·xa·mi·na·ção,"nome feminino",i.za.mi.na.sˈə̃w
e·xa·mi·na·do,adjetivo,i.za.mi.nˈa.dʊ
e·xa·mi·na·dor,adjetivo,i.za.mi.na.dˈoɾ
e·xa·mi·na·dor,"nome masculino",i.za.mi.na.dˈoɾ
e·xa·mi·na·do·ra,"nome feminino",i.za.mi.na.dˈo.ɾə
e·xa·mi·nan·do,"nome masculino",i.za.mi.nˈə̃.dʊ
e·xa·mi·nar,verbo,i.za.mi.nˈa
e·xan·gue,adjetivo,i.zˈə̃.gi
e·xão,"nome masculino",ɛ.gə.zˈə̃w
e·xa·rar,verbo,i.za.ɾˈa
e·xas·pe·ra·ção,"nome feminino",i.zas.pe.ɾa.sˈə̃w
e·xas·pe·ra·da·men·te,advérbio,i.zas.pe.ɾa.da.mˈẽj.tʃi
e·xas·pe·ra·do,adjetivo,i.zas.pe.ɾˈa.dʊ
e·xas·pe·ran·te,adjetivo,i.zas.pe.ɾˈə̃.tʃi
e·xas·pe·rar,verbo,i.zas.pe.ɾˈa
e·xas·pe·ro,"nome masculino",i.zas.pˈe.ɾʊ
e·xa·ta·men·te,advérbio,"i.za.ta.mˈẽj.tʃi ou i.za.ta.mˈẽj.tʃi"
e·xa·ti·dão,"nome feminino","i.za.tʃi.dˈə̃w ou i.za.tʃi.dˈə̃w"
e·xa·to,adjetivo,i.zˈa.tʊ
e·xau·ri·do,adjetivo,i.zaw.ɾˈi.dʊ
e·xau·rir,verbo,i.zaw.ɾˈi
e·xaus·tão,"nome feminino",i.zaws.tˈə̃w
e·xaus·tar,verbo,i.zaws.tˈa
e·xaus·ti·va·men·te,advérbio,i.zaws.tʃi.va.mˈẽj.tʃi
e·xaus·ti·vo,adjetivo,i.zaws.tʃˈi.vʊ
e·xaus·to,adjetivo,i.zˈaws.tʊ
e·xaus·tor,"nome masculino",i.zaws.tˈoɾ
ex·ce·ção,"nome feminino","e.se.sˈə̃w ou e.se.sˈə̃w"
ex·ce·ci·o·nal,adjetivo,e.se.si.o.nˈaw
ex·ce·ci·o·na·li·da·de,"nome feminino",e.se.si.o.na.li.dˈa.dʒi
ex·ce·ci·o·nal·men·te,advérbio,e.se.si.o.naw.mˈẽj.tʃi
ex·ce·ci·o·nar,verbo,e.se.si.o.nˈa
"ex·ce·den·tá·ri· o",adjetivo,e.se.dẽ.tˈa.ɾjʊ
ex·ce·den·te,adjetivo,e.se.dˈẽj.tʃi
ex·ce·den·te,"nome masculino",e.se.dˈẽj.tʃi
ex·ce·den·te,"nome feminino",e.se.dˈẽj.tʃi
ex·ce·der,verbo,e.se.dˈe
"ex·ce·lên·ci· a","nome feminino",e.se.lˈẽj.sjə
ex·ce·len·te,adjetivo,e.se.lˈẽj.tʃi
ex·ce·len·te·men·te,advérbio,e.se.lẽ.te.mˈẽj.tʃi
ex·ce·len·tís·si·mo,adjetivo,e.se.lẽ.tʃˈi.si.mʊ
ex·cel·sa·men·te,advérbio,e.sɛw.sa.mˈẽj.tʃi
ex·cel·sar,verbo,e.sɛw.sˈa
ex·cel·so,adjetivo,e.sˈɛw.sʊ
"ex·cen·den·tá·ri· o",adjetivo,e.sẽ.dẽ.tˈa.ɾjʊ
ex·cên·tri·ca,"nome feminino",e.sˈẽj.tɾi.kə
ex·cen·tri·ca·men·te,advérbio,e.sẽ.tɾi.ka.mˈẽj.tʃi
ex·cen·tri·ci·da·de,"nome feminino",e.sẽ.tɾi.si.dˈa.dʒi
ex·cên·tri·co,adjetivo,e.sˈẽj.tɾi.kʊ
ex·cên·tri·co,"nome masculino",e.sˈẽj.tɾi.kʊ
ex·cer·to,"nome masculino",e.sˈɛɾ.tʊ
ex·cer·to,adjetivo,e.sˈɛɾ.tʊ
ex·ces·si·va·men·te,advérbio,e.se.si.va.mˈẽj.tʃi
ex·ces·si·vo,adjetivo,e.se.sˈi.vʊ
ex·ces·so,"nome masculino",e.sˈɛ.sʊ
ex·ce·to,"nome masculino",e.sˈɛ.tʊ
ex·ce·to,advérbio,e.sˈɛ.tʊ
ex·ce·to,preposição,e.sˈɛ.tʊ
ex·ce·tu·ar,verbo,e.se.twˈa
ex·ci·pi·en·te,"nome masculino",e.si.pi.ˈẽj.tʃi
ex·ci·são,"nome feminino",e.si.zˈə̃w
ex·ci·sar,verbo,e.si.zˈa
ex·ci·ta·bi·li·da·de,"nome feminino",e.si.ta.bi.li.dˈa.dʒi
ex·ci·ta·ção,"nome feminino",e.si.ta.sˈə̃w
ex·ci·ta·do,adjetivo,e.si.tˈa.dʊ
ex·ci·tan·te,adjetivo,e.si.tˈə̃.tʃi
ex·ci·tan·te,"nome masculino",e.si.tˈə̃.tʃi
ex·ci·tan·te·men·te,advérbio,e.si.tə̃.te.mˈẽj.tʃi
ex·ci·tar,verbo,e.si.tˈa
ex·ci·tá·vel,adjetivo,e.si.tˈa.vew
ex·cla·ma·ção,"nome feminino",es.kla.ma.sˈə̃w
ex·cla·mar,verbo,es.kla.mˈa
ex·cla·ma·ti·va·men·te,advérbio,es.kla.ma.tʃi.va.mˈẽj.tʃi
ex·cla·ma·ti·vo,adjetivo,es.kla.ma.tʃˈi.vʊ
ex·clu·í·do,adjetivo,es.klwˈi.dʊ
ex·clu·í·do,"nome masculino",es.klwˈi.dʊ
ex·clu·ir,verbo,es.klwˈi
ex·clu·são,"nome feminino",es.klu.zˈə̃w
ex·clu·si·va,"nome feminino",es.klu.zˈi.və
ex·clu·si·va·men·te,advérbio,es.klu.zi.va.mˈẽj.tʃi
ex·clu·si·ve,advérbio,es.klu.zˈi.vi
ex·clu·si·vi·da·de,"nome feminino",es.klu.zi.vi.dˈa.dʒi
ex·clu·si·vis·mo,"nome masculino",es.klu.zi.vˈiz.mʊ
ex·clu·si·vis·ta,adjetivo,es.klu.zi.vˈis.tə
ex·clu·si·vis·ta,"nome masculino",es.klu.zi.vˈis.tə
ex·clu·si·vis·ta,"nome feminino",es.klu.zi.vˈis.tə
ex·clu·si·vo,"nome masculino",es.klu.zˈi.vʊ
ex·clu·si·vo,adjetivo,es.klu.zˈi.vʊ
ex·co·mun·ga·da,"nome feminino",es.ko.mũ.gˈa.də
ex·co·mun·ga·do,"nome masculino",es.ko.mũ.gˈa.dʊ
ex·co·mun·ga·do,adjetivo,es.ko.mũ.gˈa.dʊ
ex·co·mun·gar,verbo,es.ko.mũ.gˈa
ex·co·mu·nhão,"nome feminino",es.ko.mu.ɲˈə̃w
ex·cre·ção,"nome feminino",es.kɾe.sˈə̃w
ex·cre·men·tar,verbo,es.kɾe.mẽ.tˈa
"ex·cre·men·tí·ci· o",adjetivo,es.kɾe.mẽ.tʃˈi.sjʊ
ex·cre·men·to,"nome masculino",es.kɾe.mˈẽj.tʊ
"ex·cres·cên·ci· a","nome feminino",es.kɾe.sˈẽj.sjə
ex·cre·tar,verbo,es.kɾe.tˈa
ex·cre·tor,adjetivo,es.kɾe.tˈoɾ
ex·cul·pa·ção,"nome feminino",es.kuw.pa.sˈə̃w
ex·cur·são,"nome feminino",es.kuɾ.sˈə̃w
ex·cur·sar,verbo,es.kuɾ.sˈa
ex·cur·si·o·nis·mo,"nome masculino",es.kuɾ.si.o.nˈiz.mʊ
ex·cur·si·o·nis·ta,"nome masculino",es.kuɾ.si.o.nˈis.tə
ex·cur·si·o·nis·ta,"nome feminino",es.kuɾ.si.o.nˈis.tə
ex·cur·so,"nome masculino",es.kˈuɾ.sʊ
ex·cus·são,"nome feminino",es.ku.sˈə̃w
e·xe·cra·ção,"nome feminino",i.ze.kɾa.sˈə̃w
e·xe·cran·do,adjetivo,i.ze.kɾˈə̃.dʊ
e·xe·crar,verbo,i.ze.kɾˈa
e·xe·crá·vel,adjetivo,i.ze.kɾˈa.vew
e·xe·cra·vel·men·te,advérbio,i.ze.kɾa.vew.mˈẽj.tʃi
e·xe·cu·ção,"nome feminino",i.ze.ku.sˈə̃w
e·xe·cu·ta·da,"nome feminino",i.ze.ku.tˈa.də
e·xe·cu·ta·do,adjetivo,i.ze.ku.tˈa.dʊ
e·xe·cu·ta·do,"nome masculino",i.ze.ku.tˈa.dʊ
e·xe·cu·tan·te,adjetivo,i.ze.ku.tˈə̃.tʃi
e·xe·cu·tan·te,"nome masculino",i.ze.ku.tˈə̃.tʃi
e·xe·cu·tan·te,"nome feminino",i.ze.ku.tˈə̃.tʃi
e·xe·cu·tar,verbo,i.ze.ku.tˈa
e·xe·cu·tá·vel,adjetivo,i.ze.ku.tˈa.vew
e·xe·cu·ti·va,"nome feminino",i.ze.ku.tʃˈi.və
e·xe·cu·ti·va·men·te,advérbio,i.ze.ku.tʃi.va.mˈẽj.tʃi
e·xe·cu·ti·vo,"nome masculino",i.ze.ku.tʃˈi.vʊ
e·xe·cu·ti·vo,adjetivo,i.ze.ku.tʃˈi.vʊ
e·xe·cu·tor,"nome masculino",i.ze.ku.tˈoɾ
"e·xe·cu·tó·ri· a","nome feminino",i.ze.ku.tˈɔ.ɾjə
e·xe·cu·to·ri·a·men·te,advérbio,i.ze.ku.tɔ.ɾja.mˈẽj.tʃi
"e·xe·cu·tó·ri· o",adjetivo,i.ze.ku.tˈɔ.ɾjʊ
e·xe·ge·se,"nome feminino",i.ze.ʒˈɛ.zi
e·xe·ge·ta,"nome masculino",i.ze.ʒˈe.tə
e·xe·ge·ta,"nome feminino",i.ze.ʒˈe.tə
e·xe·gé·ti·ca,"nome feminino",i.ze.ʒˈɛ.tʃi.kə
e·xe·ge·ti·ca·men·te,advérbio,i.ze.ʒɛ.tʃi.ka.mˈẽj.tʃi
e·xe·gé·ti·co,adjetivo,i.ze.ʒˈɛ.tʃi.kʊ
e·xem·plar,adjetivo,i.zẽ.plˈaɾ
e·xem·plar,"nome masculino",i.zẽ.plˈaɾ
e·xem·pla·ri·da·de,"nome feminino",i.zẽ.pla.ɾi.dˈa.dʒi
e·xem·plar·men·te,advérbio,i.zẽ.plaɾ.mˈẽj.tʃi
e·xem·pli·fi·ca·ção,"nome feminino",i.zẽ.pli.fi.ka.sˈə̃w
e·xem·pli·fi·car,verbo,i.zẽ.pli.fi.kˈa
e·xem·pli·fi·ca·ti·va·men·te,advérbio,i.zẽ.pli.fi.ka.tʃi.va.mˈẽj.tʃi
e·xem·pli·fi·ca·ti·vo,adjetivo,i.zẽ.pli.fi.ka.tʃˈi.vʊ
e·xem·plo,"nome masculino",i.zˈẽj.plʊ
e·xe·quen·te,"nome masculino","i.ze.kwˈẽj.tʃi ou i.ze.kwˈẽj.tʃi"
e·xe·quen·te,adjetivo,i.ze.kwˈẽj.tʃi
"e·xé·qui· as","nome feminino",i.zˈɛ.kjəs
e·xe·qui·bi·li·da·de,"nome feminino",i.ze.kwi.bi.li.dˈa.dʒi
e·xe·quí·vel,adjetivo,i.ze.kwˈi.vew
e·xer·cer,verbo,i.zeɾ.sˈe
"e·xer·cí·ci· o","nome masculino",i.zeɾ.sˈi.sjʊ
e·xer·ci·ta·ção,"nome feminino",e.z_eɾ.si.ta.sˈə̃w
e·xer·ci·tar,verbo,i.zeɾ.si.tˈa
e·xér·ci·to,"nome masculino",i.zˈɛɾ.si.tʊ
e·xer·go,"nome masculino",i.zˈɛɾ.gʊ
ex·fo·li·an·te,adjetivo,es.fo.ljˈə̃.tʃi
e·xi·bi·ção,"nome feminino",i.zi.bi.sˈə̃w
e·xi·bi·ci·o·nal,adjetivo,i.zi.bi.si.o.nˈaw
e·xi·bi·ci·o·nis·mo,"nome masculino",i.zi.bi.si.o.nˈiz.mʊ
e·xi·bi·ci·o·nis·ta,"nome masculino",i.zi.bi.si.o.nˈis.tə
e·xi·bi·ci·o·nis·ta,adjetivo,i.zi.bi.si.o.nˈis.tə
e·xi·bi·ci·o·nis·ta,"nome feminino",i.zi.bi.si.o.nˈis.tə
e·xi·bi·do,adjetivo,i.zi.bˈi.dʊ
e·xi·bi·dor,adjetivo,i.zi.bi.dˈoɾ
e·xi·bi·dor,"nome masculino",i.zi.bi.dˈoɾ
e·xi·bir,verbo,i.zi.bˈi
"e·xi·gên·ci· a","nome feminino",i.zi.ʒˈẽj.sjə
e·xi·gen·te,adjetivo,i.zi.ʒˈẽj.tʃi
e·xi·gi·bi·li·da·de,"nome feminino",i.zi.ʒi.bi.li.dˈa.dʒi
e·xi·gi·do,adjetivo,i.zi.ʒˈi.dʊ
e·xi·gir,verbo,i.zi.ʒˈi
e·xi·gí·vel,adjetivo,i.zi.ʒˈi.vew
e·xi·gua·men·te,advérbio,i.zi.gwa.mˈẽj.tʃi
e·xi·gui·da·de,"nome feminino",i.zi.gwi.dˈa.dʒi
e·xí·guo,adjetivo,i.zˈi.gwʊ
e·xil,adjetivo,i.zˈiw
e·xi·la·da,"nome feminino",i.zi.lˈa.də
e·xi·la·do,adjetivo,i.zi.lˈa.dʊ
e·xi·la·do,"nome masculino",i.zi.lˈa.dʊ
e·xi·lar,verbo,i.zi.lˈa
e·xi·le,adjetivo,i.zˈi.li
"e·xí·li· o","nome masculino",i.zˈi.ljʊ
e·xi·ma,"nome feminino",e.ʃˈi.mə
e·xi·mi·a·men·te,advérbio,i.zi.mja.mˈẽj.tʃi
"e·xí·mi· o",adjetivo,i.zˈi.mjʊ
e·xi·mir,verbo,i.zi.mˈi
e·xir,verbo,i.zˈi
"e·xis·tên·ci· a","nome feminino",i.zis.tˈẽj.sjə
e·xis·ten·ci·al,adjetivo,i.zis.tẽ.sjˈaw
e·xis·ten·ci·a·lis·mo,"nome masculino",i.zis.tẽ.sja.lˈiz.mʊ
e·xis·ten·ci·a·lis·ta,"nome masculino",i.zis.tẽ.sja.lˈis.tə
e·xis·ten·ci·a·lis·ta,adjetivo,i.zis.tẽ.sja.lˈis.tə
e·xis·ten·ci·a·lis·ta,"nome feminino",i.zis.tẽ.sja.lˈis.tə
e·xis·ten·te,adjetivo,i.zis.tˈẽj.tʃi
e·xis·ten·te,"nome masculino",i.zis.tˈẽj.tʃi
e·xis·ten·te,"nome feminino",i.zis.tˈẽj.tʃi
e·xis·tir,verbo,i.zis.tʃˈi
ê·xi·to,"nome masculino",ˈe.zi.tʊ
e·xo·bi·o·lo·gi·a,"nome feminino",e.zo.bi.o.lo.ʒˈi.jə
ê·xo·do,"nome masculino",ˈe.zo.dʊ
e·xo·ga·mi·a,"nome feminino",e.zo.ga.mˈi.jə
e·xó·ge·no,adjetivo,e.zˈɔ.ʒe.nʊ
e·xo·ne·ra·ção,"nome feminino",i.zo.ne.ɾa.sˈə̃w
e·xo·ne·rar,verbo,i.zo.ne.ɾˈa
e·xor·bi·ta·ção,"nome feminino",i.zoɾ.bi.ta.sˈə̃w
"e·xor·bi·tân·ci· a","nome feminino",i.zoɾ.bi.tˈə̃.sjə
e·xor·bi·tan·te,adjetivo,i.zoɾ.bi.tˈə̃.tʃi
e·xor·bi·tan·te·men·te,advérbio,i.zoɾ.bi.tə̃.te.mˈẽj.tʃi
e·xor·bi·tar,verbo,i.zoɾ.bi.tˈa
e·xor·cis·mar,verbo,i.zoɾ.siz.mˈa
e·xor·cis·mo,"nome masculino",i.zoɾ.sˈiz.mʊ
e·xor·cis·ta,"nome masculino",i.zoɾ.sˈis.tə
e·xor·cis·ta,"nome feminino",i.zoɾ.sˈis.tə
e·xor·cis·ta,adjetivo,i.zoɾ.sˈis.tə
e·xor·ci·zar,verbo,i.zoɾ.si.zˈa
"e·xór·di· o","nome masculino",i.zˈɔɾ.dʒjʊ
e·xor·ta·ção,"nome feminino",ɛ.zoɾ.ta.sˈə̃w
e·xor·tar,verbo,i.zoɾ.tˈa
e·xo·té·ri·co,adjetivo,i.zo.tˈɛ.ɾi.kʊ
e·xo·te·ris·mo,"nome masculino",i.zo.te.ɾˈiz.mʊ
e·xó·ti·ca,"nome feminino",i.zˈɔ.tʃi.kə
e·xo·ti·ca·men·te,advérbio,i.zɔ.tʃi.ka.mˈẽj.tʃi
e·xó·ti·co,adjetivo,i.zˈɔ.tʃi.kʊ
e·xó·ti·co,"nome masculino",i.zˈɔ.tʃi.kʊ
e·xo·tis·mo,"nome masculino",i.zo.tʃˈiz.mʊ
ex·pan·di·do,adjetivo,es.pə̃.dʒˈi.dʊ
ex·pan·dir,verbo,es.pə̃.dʒˈi
ex·pan·são,"nome feminino",es.pə̃.sˈə̃w
ex·pan·si·o·nis·mo,"nome masculino",es.pə̃.si.o.nˈiz.mʊ
ex·pan·si·o·nis·ta,"nome masculino",es.pə̃.si.o.nˈis.tə
ex·pan·si·o·nis·ta,"nome feminino",es.pə̃.si.o.nˈis.tə
ex·pan·si·o·nis·ta,adjetivo,es.pə̃.si.o.nˈis.tə
ex·pan·si·va·men·te,advérbio,es.pə̃.si.va.mˈẽj.tʃi
ex·pan·sí·vel,adjetivo,es.pə̃.sˈi.vew
ex·pan·si·vi·da·de,"nome feminino",es.pə̃.si.vi.dˈa.dʒi
ex·pan·si·vo,adjetivo,es.pə̃.sˈi.vʊ
ex·pa·tri·a·ção,"nome feminino",es.pa.tɾja.sˈə̃w
ex·pa·tri·a·da,"nome feminino",es.pa.tɾjˈa.də
ex·pa·tri·a·do,adjetivo,es.pa.tɾjˈa.dʊ
ex·pa·tri·a·do,"nome masculino",es.pa.tɾjˈa.dʊ
ex·pa·tri·a·men·to,"nome masculino",es.pa.tɾja.mˈẽj.tʊ
ex·pa·tri·ar,verbo,es.pa.tɾjˈa
ex·pec·ta·dor,adjetivo,es.pe.kə.ta.dˈoɾ
ex·pec·ta·dor,"nome masculino",es.pe.kə.ta.dˈoɾ
ex·pec·tan·te,adjetivo,es.pe.kə.tˈə̃.tʃi
ex·pec·tar,verbo,es.pe.kə.tˈa
ex·pec·ta·ti·va,"nome feminino",es.pe.kə.ta.tʃˈi.və
ex·pec·tá·vel,adjetivo,es.pe.kə.tˈa.vew
ex·pec·to·ra·ção,"nome feminino",es.pe.kə.to.ɾa.sˈə̃w
ex·pe·di·ção,"nome feminino",es.pe.dʒi.sˈə̃w
"ex·pe·di·ci·o·ná·ri· a","nome feminino",es.pe.dʒi.si.o.nˈa.ɾjə
"ex·pe·di·ci·o·ná·ri· o",adjetivo,es.pe.dʒi.si.o.nˈa.ɾjʊ
"ex·pe·di·ci·o·ná·ri· o","nome masculino",es.pe.dʒi.si.o.nˈa.ɾjʊ
ex·pe·di·da,"nome feminino",es.pe.dʒˈi.də
ex·pe·di·do,adjetivo,es.pe.dʒˈi.dʊ
ex·pe·di·dor,"nome masculino",es.pe.dʒi.dˈoɾ
ex·pe·di·dor,adjetivo,es.pe.dʒi.dˈoɾ
ex·pe·di·en·te,"nome masculino",es.pe.dʒi.ˈẽj.tʃi
ex·pe·di·en·te,adjetivo,es.pe.dʒi.ˈẽj.tʃi
ex·pe·dir,verbo,es.pe.dʒˈi
ex·pe·di·ta·men·te,advérbio,es.pe.dʒi.ta.mˈẽj.tʃi
ex·pe·di·ti·vo,adjetivo,es.pe.dʒi.tʃˈi.vʊ
ex·pe·di·to,adjetivo,es.pe.dʒˈi.tʊ
ex·pe·li·do,adjetivo,es.pe.lˈi.dʊ
ex·pe·lir,verbo,es.pe.lˈi
ex·pen·der,verbo,es.pẽ.dˈe
ex·pen·sas,"nome feminino",es.pˈẽj.səs
"ex·pe·ri·ên·ci· a","nome feminino",es.pe.ɾi.ˈẽj.sjə
ex·pe·ri·en·ci·al,adjetivo,es.pe.ɾi.ẽ.sjˈaw
ex·pe·ri·en·ci·ar,verbo,es.pe.ɾi.ẽ.sjˈa
ex·pe·ri·en·te,adjetivo,es.pe.ɾi.ˈẽj.tʃi
ex·pe·ri·en·te,"nome masculino",es.pe.ɾi.ˈẽj.tʃi
ex·pe·ri·en·te,"nome feminino",es.pe.ɾi.ˈẽj.tʃi
ex·pe·ri·men·ta,"nome feminino",es.pe.ɾi.mˈẽj.tə
ex·pe·ri·men·ta·ção,"nome feminino",es.pe.ɾi.mẽ.ta.sˈə̃w
ex·pe·ri·men·ta·do,adjetivo,es.pe.ɾi.mẽ.tˈa.dʊ
ex·pe·ri·men·ta·dor,adjetivo,es.pe.ɾi.mẽ.ta.dˈoɾ
ex·pe·ri·men·ta·dor,"nome masculino",es.pe.ɾi.mẽ.ta.dˈoɾ
ex·pe·ri·men·tal,adjetivo,es.pe.ɾi.mẽ.tˈaw
ex·pe·ri·men·ta·lis·mo,"nome masculino",es.pe.ɾi.mẽ.ta.lˈiz.mʊ
ex·pe·ri·men·ta·lis·ta,adjetivo,es.pe.ɾi.mẽ.ta.lˈis.tə
ex·pe·ri·men·ta·lis·ta,"nome masculino",es.pe.ɾi.mẽ.ta.lˈis.tə
ex·pe·ri·men·ta·lis·ta,"nome feminino",es.pe.ɾi.mẽ.ta.lˈis.tə
ex·pe·ri·men·tal·men·te,advérbio,es.pe.ɾi.mẽ.taw.mˈẽj.tʃi
ex·pe·ri·men·tar,verbo,es.pe.ɾi.mẽ.tˈa
ex·pe·ri·men·to,"nome masculino",es.pe.ɾi.mˈẽj.tʊ
ex·pi·a·ção,"nome feminino",es.pja.sˈə̃w
ex·pi·ar,verbo,es.pjˈa
"ex·pi·a·tó·ri· o",adjetivo,es.pja.tˈɔ.ɾjʊ
ex·pi·ra·ção,"nome feminino",es.pi.ɾa.sˈə̃w
ex·pi·rar,verbo,es.pi.ɾˈa
ex·pla·na·ção,"nome feminino",es.pla.na.sˈə̃w
ex·pla·nar,verbo,es.pla.nˈa
ex·pli·ca·ção,"nome feminino",es.pli.ka.sˈə̃w
ex·pli·ca·do,adjetivo,es.pli.kˈa.dʊ
ex·pli·ca·dor,adjetivo,es.pli.ka.dˈoɾ
ex·pli·ca·dor,"nome masculino",es.pli.ka.dˈoɾ
ex·pli·ca·do·ra,"nome feminino",es.pli.ka.dˈo.ɾə
ex·pli·can·do,"nome masculino",es.pli.kˈə̃.dʊ
ex·pli·car,verbo,es.pli.kˈa
ex·pli·ca·ti·va·men·te,advérbio,es.pli.ka.tʃi.va.mˈẽj.tʃi
ex·pli·ca·ti·vo,adjetivo,es.pli.ka.tʃˈi.vʊ
ex·pli·cá·vel,adjetivo,es.pli.kˈa.vew
ex·pli·ci·ta·ção,"nome feminino",es.pli.si.ta.sˈə̃w
ex·pli·ci·ta·men·te,advérbio,es.pli.si.ta.mˈẽj.tʃi
ex·pli·ci·tar,verbo,es.pli.si.tˈa
ex·plí·ci·to,adjetivo,es.plˈi.si.tʊ
ex·plo·dir,verbo,es.plo.dʒˈi
ex·plo·ra·bi·li·da·de,"nome feminino",es.plo.ɾa.bi.li.dˈa.dʒi
ex·plo·ra·ção,"nome feminino",es.plo.ɾa.sˈə̃w
ex·plo·ra·do,"nome masculino","es.plo.ɾˈa.dʊ ou es.plo.ɾˈa.dʊ"
ex·plo·ra·do,adjetivo,es.plo.ɾˈa.dʊ
ex·plo·ra·dor,"nome masculino",es.plo.ɾa.dˈoɾ
ex·plo·ra·dor,adjetivo,es.plo.ɾa.dˈoɾ
ex·plo·ra·do·ra,"nome feminino",es.plo.ɾa.dˈo.ɾə
ex·plo·rar,verbo,es.plo.ɾˈa
"ex·plo·ra·tó·ri· o","nome masculino",es.plo.ɾa.tˈɔ.ɾjʊ
"ex·plo·ra·tó·ri· o",adjetivo,es.plo.ɾa.tˈɔ.ɾjʊ
ex·plo·rá·vel,adjetivo,es.plo.ɾˈa.vew
ex·plo·são,"nome feminino",es.plo.zˈə̃w
ex·plo·si·va,"nome feminino",es.plo.zˈi.və
ex·plo·si·va·men·te,advérbio,es.plo.zi.va.mˈẽj.tʃi
ex·plo·si·vo,"nome masculino",es.plo.zˈi.vʊ
ex·plo·si·vo,adjetivo,es.plo.zˈi.vʊ
ex·po·en·te,"nome masculino",es.pwˈẽj.tʃi
ex·po·en·te,"nome feminino",es.pwˈẽj.tʃi
ex·po·nen·ci·al,adjetivo,es.po.nẽ.sjˈaw
ex·po·nen·ci·al,"nome feminino",es.po.nẽ.sjˈaw
ex·po·nen·ci·al·men·te,advérbio,es.po.nẽ.sjaw.mˈẽj.tʃi
ex·po·nen·ci·ar,verbo,es.po.nẽ.sjˈa
ex·po·nen·te,adjetivo,es.po.nˈẽj.tʃi
ex·po·nen·te,"nome masculino","es.po.nˈẽj.tʃi ou es.po.nˈẽj.tʃi"
ex·por,verbo,es.pˈo
ex·por·ta·ção,"nome feminino",es.poɾ.ta.sˈə̃w
ex·por·ta·dor,adjetivo,es.poɾ.ta.dˈoɾ
ex·por·ta·dor,"nome masculino",es.poɾ.ta.dˈoɾ
ex·por·ta·do·ra,"nome feminino",es.poɾ.ta.dˈo.ɾə
ex·por·tar,verbo,es.poɾ.tˈa
ex·por·tá·vel,adjetivo,es.poɾ.tˈa.vew
ex·po·si·ção,"nome feminino",es.po.zi.sˈə̃w
ex·po·si·ti·va·men·te,advérbio,es.po.zi.tʃi.va.mˈẽj.tʃi
ex·po·si·ti·vo,adjetivo,es.po.zi.tʃˈi.vʊ
ex·po·si·tor,"nome masculino",es.po.zi.tˈoɾ
ex·po·si·tor,adjetivo,es.po.zi.tˈoɾ
ex·pos·to,adjetivo,es.pˈos.tʊ
